현재 임상미술치료에서 시야확장 및 공간개념, 색채인지를 한 그림 안에서 평가하는 도구는 없으며 본 연구는 좌우, 상하, 중심, 외곽부분에 시야의 발달정도가 어느 정도 미치는지 볼 수 있도록 하였다|Within current paradigm of clinical art therapy there is no evident record of assessment tool for measuring patient`s color function and spacial recognition function
시야확장 및 공간개념을 그림의 위치 및 크기를 좌표를 통하여 분석할 수 있으며 발달정도를 볼 수 있다|The aim of study is to determine the effects of implementation CAT-VPT, assessing over-all visual perception(left to right, top to bottom etc)
또한 기본색 3가지와 중간색 6가지를 사용하여 색인지가 어느 정도 가능한지 알수 있도록 하였다|patient`s visual perception as well as spacial recognition function
시·공간 인지능력은 도구와 그와 관련된 물체를 사용하는 능력에 영향을 주고 발달에 영향을 미치기 때문에 치료적 역할을 담당하는 미술치료 안에서의 척도 개발에 대한 필요성은 점차 늘어가고 있다|Three primary colors and six secondary colors were used as method of measuring the degree of change
이에 본 연구는 좀 더 객관적인 방식의 평가를 통해 시지각 장애의 정도를 파악하여 세분화 된 치료계획을 세우고, 적용시킴으로서 미술치료가 가지고 있는 재활 치료적 효과를 최대한 살릴 수 있는 평가도구로 CAT-VPT(Clinical Art Therapy Visual Perception Test) 를 임상적으로 활용할 것을 제언하는 바이다|Spacial and visual cognitive assessment tool can affect the paient`s overall physical functioning abilities and development
(임상미술치료학연구 2013;8(2):46-50)|There are increase of further searches on this topic, and assessment tool such as CAT-VPT can contribute in the fi eld of clinical art therapy.
[문서구분]|[Document Separation]
﻿총담관결석은 임상의들이 흔히 진료할 수 있는 질환으로 임상적으로 무증상, 복통, 급성 담도염, 급성 췌장염, 그리고 응급처치가 필요한 패혈성 쇼크까지 임상증상이 다양하게 나타난다|Common bile duct (CBD) stones are common and a potentially lethal disease that is associated with significant morbidity and consumes enormous health care resources
따라서 이를 신속하게 진단하고 적절한 치료를 조기에 시행하는 것은 국민보건과 삶의 질 향상에 매우 중요하다|New imaging techniques such as multi-detector abdominal computerized tomography, magnetic resonance cholangiography, endoscopic ultrasonography offer the opportunity to accurately visualize the biliary system without instrumentation of the ducts
혈액검사, 복부 초음파, 복부 CT, MRCP, 내시경초음파 등의 여러 가지 영상 의학적 방법으로 총담관결석을 진단할 수 있다|Endoscopic retrograde cholangiopancreatography has become a major procedure for the removal of CBD stones with a variety of othertechniques
또한 대부분의 총담관결석은 내시경역행담췌관조영술과 내시경유두괄약근절개술로 치료가 되고 있지만, 필요에 따라서는 담도내시경, 내시경유두큰풍선확장술, 복강경총담관탐색술, 개복술 등이 사용될수 있다|As a consequence clinicians are now faced with a number of potentially valid options for managing patients with CBD stones.It is with this in mind that the following guidelines have been written
임상적인 증상, 총담관결석의 크기, 환자의 상태에 따라서 총담관결석 진단과 치료 방법의 선택이 다를 수있다|In preparing this guideline, a search of the medical literature was performed using variable medical search engines and expert meetings were held
이에 대한췌담도학회에서는 총담관결석의 진단과 치료에 관한 미국과 영국의 진료지침을 수용 개작하여 진료가이드라인을 개발하여 국민보건향상에 도움을 주고자 하였다.|This guideline is based on 2 guidelines proposed by Practical committee of the American Society for Gastrointestinal Endoscopy and British Society Gastroenterology.
[문서구분]|[Document Separation]
﻿총담관결석의 진단방법은 여러 가지가 있으며 크게 임상양상, 영상검사 및 내시경검사로 나눌 수 있다|Choledocholithiasis is the presence of at least one gallstone in the common bile duct.Symptoms may be variable ranging from asymptomatic to complications such as cholangitis, sepsis, pancreatitis
이 중에서 임상증상, 검사실 소견, 초음파검사 또는 복부전산화단층촬영과 같은 기본 검사 결과를 바탕으로 총담관결석이 있을 가능성이 높은 군과 낮은 군으로 구별 혹은 층화하여 몇 개의 위험군으로 나누어 치료 방침 및 추가 검사를 시행한다|Wherever patients have symptoms and investigation suggests ductal stones, extraction should be performed if possible
저위험군에서는 환자가 담낭담석을 동반하여 담낭절제술이 필요하다면 내시경역행담췌관조영술을 시행하지않고 바로 담낭절제술을 시행할 수 있다|The approach to patients with suspected choledocholithiasis requires careful consideration because missed common bile duct stones pose a risk of complication
중등도 위험군에서는 총담관결석의 제거를 위한 내시경역행담췌관조영술이 필요한지를 알아보기 위하여 자기공명 담췌관조영술이나 내시경초음파검사의 추가 검사가 필요하다|Under these circumstance, guidelines have been prepared in some countries and these criteria are now being evaluated
고위험군에서는 다른 추가 검사 없이 담석 제거 등의 치료를 할 수 있는 내시경역행담췌관조영술을 바로 시행할 수 있다.|In this review, we are going to suggest the guideline of Korean Pancreatobiliay Association for adequate diagnosis and risk stratification of common bile duct stones.
[문서구분]|[Document Separation]
﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿본 연구의 목적은 시·청각 장애인의 TV 시청동기의 구조를 밝히고, 신뢰도와 타당성이 확보된 측정 척도를 개발하는 것이다|The purpose of this study is to explain the structure of the tv viewing motivation and develop the measurement scale for hearing or visually impaired people which is guaranteed in reliability and validity
이를 위해 본 연구는 측정 문항을 개발하고 통계적 타당성을 검증하는 2단계의 조사로 진행되었다|The structure of the tv viewing motivation is tested via two-step examination
단계적으로 실시된 탐색적 요인분석과 확인적 요인분석을 통해 11개의 측정 항목으로 구성된 시·청각 장애인의 TV 시청동기 측정 항목을 개발하였다|First, developing the measurement items, and then verifying the statistical validity
"정보", "상상적 교류", "시간 보내기", "자극/흥분", "성적흥미" 등의 5개 요인으로 구성된 시·청각 장애인의 TV 시청동기 요인은 통계적으로 유의미한 신뢰도와 타당성이 확보 되었다|Through exploratory factor analysis(EFA) in stages and confirmatory factor analysis(CFA), 5-factors were extracted; "imaginary current", "stimulation/excitation", "information", "sexual curiosity" and "pass time" for the tv viewing motivation
주목할 만한 연구결과는 청각 장애인을 대상으로 실시했던 선행연구에서 제외된 3개의 동기 요인을 포함하여 조사·분석한 결과 일반 시청자와 마찬가지로 시·청각 장애인에 있어서도 다양한 TV 시청동기 요인을 확인해 볼 수 있었다|These factors are guaranteed on validity and reliability
시청동기 결과는 관습 지향적 동기와 도구 지향적 동기라는 두 가지 형태의 미디어 동기가 시·청각 장애인의 TV 시청동기 구조에서도 확연하게 드러났으며, 특히 시·청각 장애인의 경우 선행연구와 달리 도구 지향적 동기 요인 "정보"가 높게 나타나는 것을 살펴 볼 수 있었다|The remarkable result of this study is a variety of tv viewing motivation factors such as general tv viewer
이러한 본 연구의 결과는 시·청각 장애인의 TV 이용과 관련된 다른 주요 변인(예: TV 시청 선호 채널 및 장르, 시청동기에 영향을 미치는 요인, 장애인 방송 제작·편성 등)과의 인과관계를 밝히는 후속 연구에 유용하게 활용될 수 있을 것으로 판단된다.|The measurement scale of tv viewing motivation we suggest in this study will be also used to find out the relationship of other variables of tv utilization such as "tv viewing patterns", "tv viewing satisfaction" and "Broadcast Disabled" in the a future research.
[문서구분]|[Document Separation]
﻿﻿소셜미디어와 빅데이터에 대한 관심이 높아지면서 이와 관련된 사회현상에 대한 연구가 커뮤니케이션 학제에서도 활발히 진행되고 있다|As social media and big data got intensive attention from various academic fields, the social phenomena related to these terms and ideas are actively investigated in the communication discipline
반면, 이런 추세에 맞추어 소셜미디어와 빅데이터에 어떻게 접근하고 활용할 것인지에 대한 교육적 커리큘럼을 전공학생들에게 제시하지 못하고 있는 것 또한 현실이다|Nevertheless, the discipline has neglected to provide its students with visions of how these trends can be accessed and utilized in their major
본 논문은 커뮤니케이션 전공학생이 소셜미디어와 빅데이터에 대한 관심을 갖는다면 어떤 종류의 지식과 경험, 그리고 기술을 갖춰야 하는가에 대한 논의를 함으로써 역동적으로 창출되고 변화하는 미디어산업 환경에서 커뮤니케이션 전공자들의 역할을 재고하려는 목적을 갖는다|The study aims at revamping the provisions of the roles of communication students in their career fields by providing insights on what are the proper knowledge, experiences, and skills when students got interested and involved in social media and big data
연구자는 새로운 현상을 조직적으로 살펴볼 수 있도록 돕는 전통적인 커뮤니케이션 연구와 새로운 현상 자체에 대한 연구를 계속 진행하는 것 외에, (1)방법론적인 측면에서 새로운 미디어 현상에 유연하게 적응할 수 있도록 하는 교육과; (2) 커뮤니케이션 전공학생의 수준에 맞는 전산학적인 지식에 대한 교육이 필요하다는 주장을 한다|In addition to keeping up with traditional communication research works, and taking a full attention to the new phenomena, I propose that (1) revised statistical and methodological education that may help students adopt to rapidly changing social media world; and (2) newly and properly designed programing education are needed
이 두 가지에 대한 보강은 커뮤니케이션 연구가 더욱더 실제 현상과 밀접하게 진행이 될 수 있도록 하여 줄뿐만 아니라, 전공학생들은 광고/PR회사 리서치 회사, 미디어관련 회사에서 현 추세에 맞는 업무를 수행할 수 있도록 도울 것이다.|I argue that reinforcement on these two aspects will not only make communication research more closely related to real worlds, but also help communication major graduates to perform better tasks and jobs in their career fields.
[문서구분]|[Document Separation]
﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿이 글은 기존에 제한적인 결합만 가능한 것으로 알려진 격식체 종결 어미와 ‘-요’ 결합 현상을 밝힌다|This study aims at clarifying the aspect of combination between ending suffixes of formal style and syntactic suffix’-yo’, which are exceptional usage because syntactic suffix ‘yo’ has feature of [informal] which could not co-occurred with informal endings suffixes in usual
격식체 아주 높임의 경우 기존에 아주 높임과 ‘-요’와 결합이 가능하며 아주 높임 청자를 비격식적으로 더 높이기 위한 의도가 화자에 있기 때문임은 주지의 사실이다|Some honorific style of ending suffixes, nevertheless, can be attached by ‘yo’
하지만 같은 격식체 높임의 등급 즉 [예사 높임], [예사 낮춤]도 역시 상대방을 존중하는 의미가 있기 때문에, 왜 비격식적으로 더 높이기 위한 의도가 개입된 문장에서 이 어미들이 ‘-요’와 결합하지 못하는가 하는가에 대한 설명은 여전히 문제로 남는다|‘Seupunita+yo’ are stands for this case
이에 따라 2절에서 비록 제한된 환경(인터넷 환경, 휴대폰 문자 환경 및 기타)이지만 격식체 아주 높임 어미와 ‘-요’ 결합, 그리고 격식체 예사 높임과 ‘-요’ 결합 예사 낮춤과 ‘-요’ 결합 현상이 나타나고 있음을 살펴본다|We can explain traditionally this phenomenon that the speaker have the intention to make maximum honorific ‘Seupnita’ to supor-honorific style or one to humble speaker, after all, becoming super-honorific style
그 결과 아주 높임의 경우 대표적인 형태 이외의 다른 형태의 경우도 ‘-요’ 결합이 가능하지만, 아주 낮춤의 경우 모든 형태가 ‘-요’ 결합이 불가능하다는 점, ‘-읍디다’나 ‘-십시다’, ‘-읍세다’와 ‘-요’ 결합이 제한적으로 결합이 가능하다는 점 예사 낮춤 서술형 ‘-네’, ‘-데’, 의문형 ‘나, 는가, 던가’와 ‘-요’가 결합할 가능성이 있다는 점 등을 밝힌다|But if we accept his explanation, we can not approach the reason why the other of honorific ending suffixes of formal style could not combine with syntactic suffix ‘-yo’
이는 예사 높임과 예사 낮춤의 경우도 상대방을 존중하는 의미가 포함되어 있기 때문에 ‘-요’가 결합될 수 있는 개연성이 확보되고 그 결과 높임의 상대를 더 높여주는 역할을 할 수 있다는 데에서 기인한다|In order to solve the paredox phenomena of these, this study searches for the combinations between relation of general honorific ending suffixes to that
하지만 인터넷 개인 환경에서의 쓰임이 많이 보인다는 점에서 이를 지금 현재 일반화하기는 어려움을 논의 가운데 지적한다.|This study clarifies that there are, in usual, combinations general honorific and general ones with ‘-yo’ and If these impossible, there are also, the systematic reason why they could not combine with ‘-yo’.
[문서구분]|[Document Separation]
﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿2009년 원자바오 총리 방북을 계기로 중국 동북3성과 북한간의 국경경제협력이 한층 더 심화 발전되고 있다|After the visit of Prime Minister Wen Jiabao in North Korea in 2009, cross-border economic cooperation between North Korea and three Northeastern provinces of China has been developing
그러나 현 시점에서 볼 때, 북핵문제는 갈수록 중국의 전략적 공간을 축소시키고 있으며 이는 궁극적으로 북·중 경협에도 영향을 미치고 있다|However, at present the North Korean nuclear issue is likely to reduce the strategic space of China and consequently this has an effect on North Korean-Chinese economic cooperation
‘정부 인도, 기업위주’의 경협방식도 기업의 수익성이 강조되면서 무역, 투자가 과도하게 지하 자원에 집중되는 현상을 보이고 있다|Since the economic cooperation system of “government-lead” and “enterprise-oriented” puts emphasis on profitability of the company, trade and investment excessively rely on natural resources
특히 북한 사회의 시장인식 부족으로 중국 기업들의 대북투자 원동력이 높지 못하다|In particular, with the lack of awareness of North Korea`s market, it impedes a driving force of Chinese investment in North Korea
전략적 협력동반자 관계 내실화의 시각에서 볼 때, 한·중 양국은 각자 이익에 기반을 둔 선순환적 공조관계를 수립하는 것이 필요하다.|In terms of enhancement of the strategic cooperative partnership, Korea and China are necessary to forge a cyclical cooperative relationship based on the interests of their own.
[문서구분]|[Document Separation]
﻿‘한·중 인문유대의 강화’라는 제안은 한·중 간 고유의 인문적 유대를 강화함으로써 오해를 불식하고 정서적 유대를 증진하며 상호 신뢰를 증진하자는 데 그 목적이 있다|The purpose of "Strengthening of Korea-China Humanities Ties" is to get rid of possible misunderstandings, to enhance emotional bond and mutual trust by strengthening the humanities relations between Korea and China
바로 그런 점에서 ‘한·중 인문유대의 강화’라는 제안이 제출된 것이야말로 목전의 한·중 사이에 존재하는, 나날이 엄중해지는 정서적 소원과 상호 약화된 신뢰 상태를 반영한다고 할 수 있다|This reflects that the proposal of "Korea-China Humanities Ties" implies emotional distance and weakened mutual trust between the two countries
그러나 한·중 사이의 정서적 소원과 상호 신뢰의 약화라는 현 상황은 결코 우연이 아니다|However, the emotional distance and weakened mutual trust is not an accident
어느 정도에서 그것은 동아시아 내부에 있는 ‘거대 분단’의 증후를 반영한다|In some degree, it reflects the symptoms of “macro-division” within East Asia
이글은 동아시아 내부에 있는 ‘거대분단’의 의미와 그 효과에 대해 분석하고, ‘거대분단’을 극복하기 위한 인식론적 틀을 수립하며, 동아시아 내부의 ‘거대분단’을 조성하는 이념적 기초에 대해 비판적 분석을 진행하고자 한다|This article analyzes the significance and effects of “macro-division”, constructs epistemological frame through which the “macro-division” is expected to overcome and then carries on critical analysis of the ideological grounds for “macro-division”
그리하여 한·중 양국 나아가 동아시아 미래의 이상적 질서를 위해 이론적·역사적 참조를 제공하고자 한다.|Furthermore, this article tries to provide theoretical and historical reference for Korea, China and even future ideal order of East Asia.
[문서구분]|[Document Separation]
﻿﻿﻿﻿전후(戰後) 50년이 가까워지면서 일본 내 여러 불교 교단에서는 아시아·태평양 지역 침략전쟁에 가담했던 사실에 대한 고백과 희생자에 대한 사죄 및 참회의 결의를 공식적으로 시행했다|As Fifty Years Post-war came near, many Buddhist Orders resolved to admit the cooperative responsibility for the aggressive War against the Asia and Pacific areas and to confess their sins to the victims
이 결의를 종교 생활 속에서 얼마나 현실화해야 하는지가 모든 불자들에게 제기되고 있는 질문이다|It is up to us, as Buddhists, to decide how to actualize these resolutions in our religious lives
이러한 질문이 풍부한 결실을 거두려면 우선 왜 일본의 불교 교단이 국민국가 형성 과정에서 국가신도에 기초를 둔 정치체제와 협력의 길을 택했는지 그 이유를 명확히 해야 한다|At first, in order to enrich the realization, it is necessary to clarify the reasons why Japanese Buddhist Orders collaborated with the political system based on the State Shintoism in the process of nation state building
이를 통해 우리가 직면하고 있는 오늘날 평화의 과제를 분명하게 파악할 수 있기 때문이다|Through this, it will be possible to grasp explicitly the present issue of peace realization that we are facing
조도신슈(淨土眞宗)는 10개의 종파로 이루어져 있고, 2만 개의 사원과 2000만 이상의 신자가 있다|In Shin Buddhism(淨土眞宗), with ten factions, more than 20,000 temples and over 20 million followers, all Religious Orders cooperated with the Imperial System on the Combined Theory of Religious and Secular Truth (眞 俗二諦論) that was against St
그런데 히가시혼간지(東本願寺)와 니시혼간지(西本願寺) 등의 본산(本山)은 신란(親鸞) 성인의 가르침에 반하는 진속이제론(眞俗二諦論)에 근거해 천황제에 적극 협력했다|Shinran (親鸞聖人), forcing followers to obey blindly the State, and to confine religious faith to their minds only
조도신슈에서 진속이제론은 종교적 신앙을 정신세계에만 한정하고 신자로 하여금 맹목적으로 국가에 따르게 하는 이데올로기로 작용했다|In the 13th century, St
13세기 신란 성인은 불교의 가르침을 매도하는 살해범조차 자신의 죄가 크다는 사실을 깨닫고 불교의 가르침으로 생각을 바꾸면 구제될 수 있다고 설했다|Shinran once said that even those who have committed homicide and reviled the Buddhist teaching shall be saved if they realize their sinfulness and turn their thought towards Buddhist goals
이 논문에서는 이러한 신란 성인의 가르침에 입각해 조도신슈의 승려와 신자가 참회의 행동으로 참여하고 있는 ‘반(反)원전 운동’과 ‘반(反)야스쿠니 운동’의 의의를 밝히고자 했다|In this essay, I explain Anti-Atomic Power Generation Movement in Suzu City (珠洲市) and Anti-Yasukuni Shrine Movement in which priests and followers of Shin Buddhism have participated to practice repentance for their sins
그들의 평화 운동은 일본국 헌법 제9조 및 제20조와 나눌 수 없도록 연결되어 있는 시민운동이면서 동시에 종교적인 운동이기도 하다|Their peace movement is not only a religious one but also a citizens` campaign that is inseparably connected to Article 9 and 20 of the Constitution
이들 운동은 ‘죽여서는 안 된다, 죽이게 해서도 안 된다’는 불교적 원칙에 근거해, 타자를 평등한 인간으로 존중하는 행동이기 때문이다.|This is because they have based their movement on the Buddhist principle that says, “You shall not slay, you shall not cause to slay,” to respect others as human beings.
[문서구분]|[Document Separation]
﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿최근 건설정보가 CAD에서 BIM으로 전환되고 있으며, GIS 분야는 기존 실외공간에서 실내공간으로 확장되고 있다|Recently, Construction information is being changed from CAD to BIM, and GIS is extending from outdoor to indoor information
이러한 상황에서 건설정보를 GIS와 연계하여 계획.설계.시공의 건설단계는 물론 건설 후 유지관리 및 운영.서비스 단계에서 지속적으로 활용할 필요성이 커지고 있다|In these circumstances, the needs of continuous use of construction information linked with GIS are growing constantly in stages of maintenance, operation and service as well as planning, design and construction
이를 위하여 건설정보와 공간정보의 유기적 결합을 통한BIM-GIS 상호운용 플랫폼을 구축함에 있어 대용량 3차원 공간객체의 효율적 표현은 필수적인 요소이다|To this end, it is essential element to represent 3-dimensional large object efficiently in establishing BIM-GIS interoperability platform by combination of construction and spatial information
본 연구에서는 대용량 공간객체를 표현함에 있어 각 레벨별 공간객체와 이에 따르는 텍스처를 효과적으로 생성할 수 있도록 BIM 데이터와 GIS 공간 데이터의 연계활용을 위한 공간데이터 LOD를 설계하고 이를 기반으로 기존의 대용량 공간객체를 경량화할 수 있는 알고리즘을 개발하였다|In this study, we design spatial dataLOD for making spatial object and texture by level, and develop weight lightening algorithm of large spatial object
[문서구분]|[Document Separation]
﻿﻿﻿개방과 공유에 기초한 정부 3.0이라는 새로운 패러다임이 국정전반에 확산되고 있다|In a long-term perspective of development of spatial information industry, security regulation, such as limiting public picture resolution of aerial photographs, needs a rational improvement
공간정보산업의 발전이라는 장기적인 관점에서 볼 때 항공사진의 공개해상도 등 공간정보 보안규제는 합리적으로 개선되어야 한다|However, unplanned deregulation of spatial information could lead problematic results such as national security issues because its present security management system is not established in reasonable manner
그러나 공간정보 보안관리체계가 합리적으로 확립되지 않은 상태에서의 규제 철폐는 자칫 국가안보와 같은 또 다른 문제를 야기할 수도 있다|The main purpose of this research is to suggest the improvement plan of spatial information security management system to meet the reducing security regulation in accordance with changes of political and economic condition including current national spatial information security polices and spatial information industry
본 연구의 목적은 현행 국가 공간정보 보안정책과 공간정보산업 등 시대적 여건 변화를 고려하여, 보안규제의 완화를 위해 필요한 공간정보 보안관체계의 개선방안을 제시하는 것이다|From an analytical standpoint, we examined the overall aspects of legal,operation management, and technical system while we maintained especially integrated perspective of spatial information security management
분석의 관점으로써 법제도적 측면, 운영ㆍ관리적인 측면, 기술ㆍ시스템 측면을 종합적으로 검토하였으며, 특히 공간정보 보안관리의 통합적 관점을 유지하였다|Followed by investigation of spatial information security issues, as well as its regulation and policies in overseas, rational improvement plan of security management is proposed in the aspects of legal, operation management, and technical system
공간정보 보안체계의 문제점과 함께 해외 공간정보 보안규제 정책을 검토한 후, 이를 토대로 합리적인 보안관리 개선 방안을 법제도적 측면, 운영ㆍ관리적인 측면, 기술ㆍ시스템 측면으로 나누어 제시하였으며 장기적인 보안규제의 완화를 위한 3단계 보안관리체계의 개선방안을 제시하였다.|It is also suggested the three-step improvement plan of reducing regulation of security management system.
[문서구분]|[Document Separation]
﻿﻿﻿﻿최근 국외에서 수행된 몇몇 선행 연구들은 주택 가격과 개인 및 지역사회의 비만 수준 사이에 밀접한 상관관계 가 존재함을 보여준다|Recently, several studies conducted for other countries show that housing price has very close relationship with personal or neighborhood level obesity
이는 주택 가격이 개인 및 지역의 사회경제적 수준을 나타내는 지표로 쓰일 수 있음을 시사한다|Also these studies suggest the use of housing price as a new SES(Socio-Economic Status) variable for health related studies
본 연구는 우리나라에서도 지역의 주택 가격수준이 지역에 거주하는 개인들의 집계된 건강수준을 잘 설명할 수 있는지분석하였다|In this study, whether this relationship can be found in regions of the Seoul Metropolitan Area is investigated
분석결과는 우리나라에서도 해외의 사례에서와 같이, 지역의 주택 가격으로 대표되는 사회경제적 수준이 높을수록 지역의 비만도가 낮아지는 것을 보여주었다|The results of this study show that, as in the cases of other countries, the regions with SES represented by higher housing prices show lower obesity levels
그리고 지역의 평균적 주택 가격수준이 비교된 여타의 사회경제적 수준 지표들 못지 않게 지역의 비만인구 비율을 잘 설명하고 있음을 보여주었다|Further, the results show that the differences in regional housing prices well explain the variations of regional obesity levels as other traditional SES variables do
본 연구결과는 주택 가격이 다른 사회경제적 지표들과 같이 지역의 사회경제적 수준을 대표하는 효과적인 지표가 될 수 있음을 보여준다.|This finding indicates that housing price which is objectively, continuously, and spatially measured in Korea can be used as a new SES indicator for health research in Korea.
[문서구분]|[Document Separation]
