[20160427-01] 2016년 정보기술아키텍처 운영관리 지원|운영지원팀|2016-05-03|1. 계약관리번호: 제20160427-01호[[ENTER]][[ENTER]]2. 계약건명: 2016년 정보기술아키텍처 운영관리 지원[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.28.[[ENTER]][[ENTER]]4. 계약기간: 2016.05.01.~2016.12.10.[[ENTER]][[ENTER]]5. 예정가격: 비예가[[ENTER]][[ENTER]]6. 계약체결방법: 수의계약[[ENTER]][[ENTER]]7. 계약상대자: ㈜에이더블유아이[[ENTER]][[ENTER]]8. 계약금액: 49,500,000원(부가세 포함) [[ENTER]][[ENTER]]9. 수의계약 사유: 기조달된 용역의 계속 지원
지방대학 특성화사업 중간(성과)평가 보고서 제출 일정 변경 안내|대학지원팀|2016-05-04|안녕하세요. 한국연구재단 대학지원팀입니다.[[ENTER]][[ENTER]]임시 공휴일(‘16.5.6) 지정으로 인하여 대학 특성화사업 중간(성과)평가 보고서 제출 일정을 [[ENTER]]다음과 같이 변경하오니 업무에 착오 없으시기 바랍니다.(’16.5.2 공문 기 안내사항)[[ENTER]][[ENTER]]○ 온라인 : ‘16.4.25(월) 9:00 ~ 5.8(일) 23:59까지[[ENTER]] * 온라인 접수방법은 붙임의 접수 신청 안내를 참고[[ENTER]][[ENTER]]○ 오프라인 : ‘16.5.9(월) 10:00 ~ 16:00까지 (당일만 접수)[[ENTER]] - 오프라인 보고서 제출 장소 : 한솔오크밸리(강원도 원주시 지정면)[[ENTER]] * 단 2일(월)~4일(수) 18시까지 제출 희망 시 연구재단 대학지원팀으로 제출하되, [[ENTER]] 5일(목) 이후 제출하고자 경우 9일(월) 오크밸리 현장 접수만 가능[[ENTER]] * 오프라인 인쇄본은 중간평가보고서와 증빙자료를 합본하여 구성(신청서의 합본 제출 불필요)[[ENTER]] [[ENTER]]아울러 공정하고 내실있는 평가를 위해 평가기간 내 평가장(오크밸리) 숙박을 자제하여 주시기 바랍니다.[[ENTER]][[ENTER]]감사합니다.
수도권대학 특성화사업 중간(성과)평가 보고서 제출 일정 변경 안내|대학지원팀|2016-05-04|안녕하세요. 한국연구재단 대학지원팀입니다.[[ENTER]][[ENTER]]임시 공휴일(‘16.5.6) 지정으로 인하여 대학 특성화사업 중간(성과)평가 보고서 제출 일정을 [[ENTER]]다음과 같이 변경하오니 업무에 착오 없으시기 바랍니다.(’16.5.2 공문 기 안내사항)[[ENTER]][[ENTER]]○ 온라인 : ‘16.4.25(월) 9:00 ~ 5.8(일) 23:59까지[[ENTER]] * 온라인 접수방법은 붙임의 접수 신청 안내를 참고[[ENTER]][[ENTER]]○ 오프라인 : ‘16.5.9(월) 10:00 ~ 16:00까지 (당일만 접수)[[ENTER]] - 오프라인 보고서 제출 장소 : 한솔오크밸리(강원도 원주시 지정면)[[ENTER]] * 단 2일(월)~4일(수) 18시까지 제출 희망 시 연구재단 대학지원팀으로 제출하되, [[ENTER]] 5일(목) 이후 제출하고자 경우 9일(월) 오크밸리 현장 접수만 가능[[ENTER]] * 오프라인 인쇄본은 중간평가보고서와 증빙자료를 합본하여 구성(신청서의 합본 제출 불필요)[[ENTER]] [[ENTER]]아울러 공정하고 내실있는 평가를 위해 평가기간 내 평가장(오크밸리) 숙박을 자제하여 주시기 바랍니다.[[ENTER]][[ENTER]]감사합니다.
2016년 원자력기금 원자력연구개발계정 자산운용지침|기금관리팀|2016-05-04|2016년 원자력기금 원자력연구개발계정 자산운용지침
「무인이동체 미래선도 핵심기술 개발사업」후보과제 발굴을 위한 기술수요조사 참여 요청|거대과학팀|2016-05-04|미래창조과학부에서는 단기간 내에 공공용‧민수용 소형무인기 기술개발을 통해 시장경쟁력을 제고하고 차세대 무인이동체 원천기술을 확보하기 위해 「무인이동체 미래선도 핵심기술 개발사업」을 추진할 계획입니다. 이와 관련하여 후보과제 발굴을 위한 기술수요 조사를 실시하오니 해당 분야 연구자 및 관심 있는 분들의 많은 참여와 제안 부탁드립니다. [[ENTER]][[ENTER]][[ENTER]]○ (기술수요조사 분야) 무인이동체 공통기술, 차세대 무인이동체 원천기술, 소형무인기 성능 향상 [[ENTER]][[ENTER]]○ 제출기한 : 2016. 5. 18(수)까지 (기한 엄수)[[ENTER]][[ENTER]]○ 제출방법 : 붙임양식 작성 후 e-mail 제출(space@nrf.re.kr) [[ENTER]][[ENTER]] [[ENTER]][[ENTER]]□ 문의 : 한국연구재단 거대과학팀 / 042-869-7806
2016년도 해양‧극지기초원천기술개발사업 신규과제 최종선정결과 공고|원천연구팀|2016-05-04|미래창조과학부 공고 제 2016-0210호[[ENTER]][[ENTER]][[ENTER]] 2016년도 해양‧극지기초원천기술개발사업 신규과제 선정결과 공고[[ENTER]][[ENTER]]2016년도 해양‧극지기초원천기술개발사업 신규과제 선정결과를 다음과 같이 공고합니다.[[ENTER]][[ENTER]] 2016년 4월 29일[[ENTER]] 미래창조과학부장관 
2016년도 해양‧극지기초원천기술개발사업 신규과제 최종 선정결과 공고|원천연구팀|2016-05-04|미래창조과학부 공고 제 2016-0210호[[ENTER]][[ENTER]][[ENTER]] 2016년도 해양‧극지기초원천기술개발사업 신규과제 선정결과 공고[[ENTER]][[ENTER]]2016년도 해양‧극지기초원천기술개발사업 신규과제 선정결과를 다음과 같이 공고합니다.[[ENTER]][[ENTER]] 2016년 4월 29일[[ENTER]] 미래창조과학부장관 
미래창조과학부 장관 표창장 수여|홍보실|2016-05-04|재단은 5월 2일(월) 오전 9시 본관 회의실에서 ‘미래창조과학부장관 표창장’을 수여하였다. 수상자는 과학기술진흥으로 국가발전에 이바지한 금교진 팀장(기금관리팀), 이건상 책임연구원(생명과학단), 곽갑연 책임행정원(운영지원팀), 장기만 선임연구원(정산총괄팀), 김혜수 연구원(유럽협력팀), 윤종규 연구원(문화융복합단)과 2015 세계과학정상회의의 성공적인 개최에 기여한 김장윤 선임연구원(글로벌협력기획팀)으로 총 7명이다.
2016년도 제2차 나노․소재기술개발사업(나노․소재원천기술개발사업) 신규과제 재공고|나노융합팀|2016-05-04|미래창조과학부 공고 제 2016 – 220 호 [[ENTER]][[ENTER]][[ENTER]] 2016년도 제2차 나노․소재기술개발사업(나노․소재원천기술개발사업) 신규과제 재공고[[ENTER]][[ENTER]][[ENTER]] 미래창조과학부에서는 나노기술 발전을 통한 글로벌 기술경쟁력 제고와 나노강국 실현을 위해 2016년도 나노․소재기술개발사업(나노․소재원천기술개발사업)의 신규과제 선정계획을 아래와 같이 재공고하오니, 연구자분들의 많은 관심과 참여 바랍니다. [[ENTER]][[ENTER]][[ENTER]][[ENTER]] 2016년 5월 4일[[ENTER]][[ENTER]] 미래창조과학부장관 최 양 희
2016년도 후기 자연계 대학원 전문연구요원 편입 대상자 접수 현황 안내|인재양성사업팀|2016-05-04|안녕하세요 [[ENTER]][[ENTER]][[ENTER]]2016년도 후기 자연계 대학원 전문연구요원 편입대상자 선발 접수현황을 아래와 같이 알려드립니다. [[ENTER]][[ENTER]][[ENTER]]○ 총 접수인원 : 1020명(보충역 포함) [[ENTER]] [[ENTER]]○ 향후일정 : [[ENTER]][[ENTER]] - 접수확인 : 5.13(금) 18시까지 [[ENTER]] - 서류검토 : 5월 중 [[ENTER]] - 합격자 발표 : 6.8(수) 예정 [[ENTER]][[ENTER]] * 상기 일정은 변동이 있을 수 있습니다. [[ENTER]][[ENTER]][[ENTER]]붙임의 접수자 명단을 확인하여 주시기 바라며, 이상이 있을 경우 아래의 연락처로 문의하여 주시기 바랍니다. [[ENTER]][[ENTER]] - 문의처 : 042-869-6454 / ks1021@nrf.re.kr 
2016년도 전기 자연계 대학원 전문연구요원 편입 대상자 접수 현황 안내|인재양성사업팀|2016-05-04|안녕하세요 [[ENTER]][[ENTER]][[ENTER]]2016년도 전기 자연계 대학원 전문연구요원 편입대상자 선발 접수현황을 아래와 같이 알려드립니다. [[ENTER]][[ENTER]][[ENTER]]○ 총 접수인원 : 1033명(보충역 포함) [[ENTER]] [[ENTER]]○ 향후일정 : [[ENTER]][[ENTER]] - 접수확인 : 5.13(금) 18시까지 [[ENTER]] - 서류검토 : 5월 중 [[ENTER]] - 합격자 발표 : 6.8(수) 예정 [[ENTER]][[ENTER]] * 상기 일정은 변동이 있을 수 있습니다. [[ENTER]][[ENTER]][[ENTER]]붙임의 접수자 명단을 확인하여 주시기 바라며, 이상이 있을 경우 아래의 연락처로 문의하여 주시기 바랍니다. [[ENTER]][[ENTER]] - 문의처 : 042-869-6454 / ks1021@nrf.re.kr 
