The acquisition or ownership of stocks under this Act shall be determined by the genuine ownership of stocks, regardless of the names listed on the register.|이 법의 규정에 의한 주식의 취득 또는 소유는 취득 또는 소유의 명의와 관계없이 실질적인 소유관계를 기준으로 한다.
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
Where a person has established a holding company or has converted a company into a holding company, he/she shall make a report to the Fair Trade Commission, as prescribed by Presidential Decree. <Amended by Act No. 6371, Jan. 16, 2001>|지주회사를 설립하거나 지주회사로 전환한 자는 대통령령이 정하는 바에 의하여 공정거래위원회에 신고하여야 한다. <개정 2001.1.16>
[This Article Wholly Amended by Act No. 5813, Feb. 5, 1999]|[전문개정 1999.2.5]
[This Article Newly Inserted by Act No. 5813, Feb. 5, 1999]|[본조신설 1999.2.5]
Where the same person who controls a company belonging to an enterprise group subject to the limitations on debt guarantees designated under Article 14 (1) or the person with special interests in the same person intends to establish a holding company or convert the company into a holding company, he/she shall have the existing debt guarantees under Article 10-2, which fall hereunder, annulled: <Amended by Act No. 6651, Jan. 26, 2002>|제14조(상호출자제한기업집단 등의 지정 등)제1항의 규정에 따라 지정된 채무보증제한기업집단에 속하는 회사를 지배하는 동일인 또는 당해 동일인의 특수관계인이 지주회사를 설립하고자 하거나 지주회사로 전환하고자 하는 경우에는 제10조의2(계열회사에 대한 채무보증의 금지)의 규정에 의한 채무보증으로서 다음 각호의 1에 해당하는 채무보증을 해소하여야 한다. <개정 2002.1.26>
[This Article Newly Inserted by Act No. 5813, Feb. 5, 1999]|[본조신설 1999.2.5]
[This Article Newly Inserted by Act No. 12334, Jan. 24, 2014]|[본조신설 2014.1.24]
[This Article Newly Inserted by Act No. 4513, Dec. 8, 1992]|[본조신설 1992.12.8]
Neither financial nor insurance company which belongs to an enterprise group subject to the limitations on mutual investment shall exercise its voting rights in stocks of domestic affiliated companies, under its acquisition or ownership: Provided, That the same shall not apply to any of the following cases: <Amended by Act No. 4513, Dec. 8, 1992; Act No. 5235, Dec. 30, 1996; Act No. 6651, Jan. 26, 2002; Act No. 7315, Dec. 31, 2004; Act No. 8382, Apr. 13, 2007; Act No. 8631, Aug. 3, 2007>|상호출자제한기업집단에 속하는 회사로서 금융업 또는 보험업을 영위하는 회사는 취득 또는 소유하고 있는 국내계열회사주식에 대하여 의결권을 행사할 수 없다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 1992.12.8, 1996.12.30, 2002.1.26, 2004.12.31, 2007.4.13, 2007.8.3>
[This Article Newly Inserted by Act No. 6043, Dec. 28, 1999]|[본조신설 1999.12.28]
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
[This Article Newly Inserted by Act No. 9554, Mar. 25, 2009]|[본조신설 2009.3.25]
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
Where a company which receives a request under Article 14 (4) or 14-2 (2) refuses to submit data without justifiable grounds or submits false data, and thereby is not incorporated into an enterprise group subject to the limitations on mutual investment, etc. though it should be incorporated, the company shall be deemed to be incorporated into an enterprise group subject to the limitations on mutual investment, etc. and is given notification thereof on the date prescribed by Presidential Decree. <Amended by Act No. 6651, Jan. 26, 2002>|공정거래위원회는 제14조(상호출자제한기업집단등의 지정 등)제4항 또는 제14조의2(계열회사의 편입 및 제외 등)제2항에 의한 요청을 받은 자가 정당한 이유없이 자료제출을 거부하거나 허위의 자료를 제출함으로써 상호출자제한기업집단등의 소속회사로 편입되어야 함에도 불구하고 편입되지 아니한 경우에는 대통령령이 정하는 날에 그 상호출자제한기업집단등의 소속회사로 편입·통지된 것으로 본다. <개정 2002.1.26>
[This Article Newly Inserted by Act No. 5813, Feb. 5, 1999]|[본조신설 1999.2.5]
The Fair Trade Commission may, if deemed necessary for the sake of enforcing the provisions of Articles 9 through 11 and 13 through 14-2, request the institutions falling under any of the following subparagraphs to confirm or investigate the data relating to the status of the ownership of stockholders of domestic affiliated companies belonging to an enterprise group subject to the limitations on mutual investment, etc., the data relating to debt guarantees, the data relating to advanced payments, loans, or securities, the data relating to transactions or provision of immovable assets, and other necessary matters: <Amended by Act No. 5491, Dec. 31, 1997; Act No. 5498, Jan. 8, 1998; Act No. 5528, Feb. 24, 1998; Act No. 6651, Jan. 26, 2002; Act No. 8631, Aug. 3, 2007; Act No. 8863, Feb. 29, 2008>|공정거래위원회는 제9조(상호출자의 금지등) 내지 제11조(금융회사 또는 보험회사의 의결권 제한), 제13조(주식소유현황등의 신고) 내지 제14조의2(계열회사의 편입 및 제외등)의 규정의 시행을 위하여 필요하다고 인정하는 경우에는 다음 각호의 1의 기관에 대하여 상호출자제한기업집단등의 국내계열회사 주주의 주식소유현황, 채무보증 관련자료, 가지급금·대여금 또는 담보의 제공에 관한 자료, 부동산의 거래 또는 제공에 관한 자료등 필요한 자료의 확인 또는 조사를 요청할 수 있다. <개정 1997.12.31, 1998.1.8, 1998.2.24, 2002.1.26, 2007.8.3, 2008.2.29>
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 8382, Apr. 13, 2007]|[본조신설 2007.4.13]
[This Article Newly Inserted by Act No. 5813, Feb. 5, 1999]|[본조신설 1999.2.5]
[This Article Wholly Amended by Act No. 4513, Dec. 8, 1992]|[전문개정 1992.12.8]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
When any collaborative act is performed in violation of Article 19 (1), the Fair Trade Commission may order the enterpriser concerned to discontinue such act, to publish the fact that the relevant enterpriser is ordered to correct such collaborative act, or to take necessary corrective measures. <Amended by Act No. 5235, Dec. 30, 1996; Act No. 7315, Dec. 31, 2004>|공정거래위원회는 제19조(부당한 공동행위의 금지)제1항의 규정을 위반하는 행위가 있을 때에는 당해사업자에 대하여 당해행위의 중지, 시정명령을 받은 사실의 공표 기타 시정을 위한 필요한 조치를 명할 수 있다. <개정 1996.12.30, 2004.12.31>
When any act is performed in violation of Article 19 (1), the Fair Trade Commission may impose a penalty surcharge on the relevant enterpriser within the limits not exceeding the amount equivalent to 10/100 of the turnover determined by Presidential Decree: Provided, That in cases of an absence of the turnover, etc., a surcharge of not exceeding two billion won may be imposed. <Amended by Act No. 7315, Dec. 31, 2004>|공정거래위원회는 제19조(부당한 공동행위의 금지)제1항의 규정을 위반하는 행위가 있을 때에는 당해 사업자에 대하여 대통령령이 정하는 매출액에 100분의 10을 곱한 금액을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 20억원을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다. <개정 2004.12.31>
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 12095, Aug. 13, 2013]|[본조신설 2013.8.13]
No entrepreneur shall discontinue any transaction, reduce any quantity, or give any disadvantage to an entrepreneur who has engaged in any of the following conduct regarding unfair trade practices referred to in Article 23 (1) by reason of such conduct, or have an affiliate or another entrepreneur do engage in such conduct:|사업자는 제23조(불공정거래행위의 금지)제1항의 불공정거래행위와 관련하여 다음 각 호의 어느 하나에 해당하는 행위를 한 사업자에게 그 행위를 한 것을 이유로 거래의 정지 또는 물량의 축소, 그 밖에 불이익을 주는 행위를 하거나 계열회사 또는 다른 사업자로 하여금 이를 행하도록 하여서는 아니 된다.
[This Article Newly Inserted by Act No. 12708, May 28, 2014]|[본조신설 2014.5.28]
When an enterprise violates Article 23 (1) or (2), 23-2 or 23-3, the Fair Trade Commission may order the entrepeneur (in cases falling under Articles 23 (2) and 23-2, referring to the person with a special interest or relevant company) to discontinue the relevant unfair trade practices or the provision of inappropriate benefits to the person with a special interest, to take measures to prevent the reoccurrence thereof, to stop the relevant retaliatory measures, to delete the pertinent provisions from the contract, to publish the fact that the entrepeneur is ordered to take corrective measures or to take other necessary measures necessary for correcting such violation. <Amended by Act No. 5235, Dec. 30, 1996; Act No. 5814, Feb. 5, 1999; Act No. 7315, Dec. 31, 2004; Act No. 12095, Aug. 13, 2013; Act No. 12708, May 28, 2014>|공정거래위원회는 제23조(불공정거래행위의 금지)제1항 또는 제2항, 제23조의2(특수관계인에 대한 부당한 이익제공 등 금지) 또는 제23조의3(보복조치의 금지)을 위반하는 행위가 있을 때에는 해당 사업자[제23조(불공정거래행위의 금지)제2항 및 제23조의2(특수관계인에 대한 부당한 이익제공 등 금지)의 경우 해당 특수관계인 또는 회사를 의미한다]에 대하여 해당 불공정거래행위 또는 특수관계인에 대한 부당한 이익제공행위의 중지 및 재발방지를 위한 조치, 해당 보복조치의 중지, 계약조항의 삭제, 시정명령을 받은 사실의 공표 기타 시정을 위한 필요한 조치를 명할 수 있다. <개정 1996.12.30, 1999.2.5, 2004.12.31, 2013.8.13, 2014.5.28>
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
The Fair Trade Commission may, when there exists an act of violating Article 26, order the enterprisers' organization concerned (if necessary, it includes the member enterprisers concerned) to discontinue the said act, to publish the fact that the enterprisers' organization is ordered to take corrective measures or to take other necessary corrective measures. <Amended by Act No. 4513, Dec. 8, 1992; Act No. 5235, Dec. 30, 1996; Act No. 5814, Feb. 5, 1999; Act No. 7315, Dec. 31, 2004>|공정거래위원회는 제26조(사업자단체의 금지행위)의 규정에 위반하는 행위가 있을 때에는 당해사업자단체(필요한 경우 관련 구성사업자를 포함한다)에 대하여 당해행위의 중지, 시정명령을 받은 사실의 공표 기타 시정을 위한 필요한 조치를 명할 수 있다. <개정 1992.12.8, 1996.12.30, 1999.2.5, 2004.12.31>
[This Article was amended by Act No. 7315 promulgated on December 31, 2004 pursuant to the declaration of unconstitutionality made on January 31, 2002.]|[2004.12.31 법률 제7315호에 의하여 2002.1.31 헌법재판소에서 위헌결정된 이 조를 개정함.]
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
Where an enterpriser who produces or sells a commodity which the Fair Trade Commission designates and makes public under Article 29 (4) concludes a contract in order to determine the resale price of the said commodity and maintain the said price, and the contract is likely to cause serious injury to the interests of consumers, the Fair Trade Commission may order modification of the terms of the contract. <Amended by Act No. 8631, Aug. 3, 2007>|공정거래위원회는 제29조(재판매가격유지행위의 제한)제4항의 규정에 의하여 공정거래위원회가 지정·고시한 상품을 생산 또는 판매하는 사업자가 당해상품의 재판매가격을 결정하고 유지하기 위하여 체결한 계약이 소비자의 이익을 현저히 저해할 우려가 있는 경우에는 계약내용의 수정을 명할 수 있다. <개정 2007.8.3>
[This Article Wholly Amended by Act No. 5813, Feb. 5, 1999]|[전문개정 1999.2.5]
The Fair Trade Commission may, when there exists an act in violation of Article 29 (1), order the enterpriser concerned to discontinue the said act, to publish the fact that the enterpriser is ordered to take corrective measures or to take other necessary corrective measures against the said act. <Amended by Act No. 5235, Dec. 30, 1996; Act No. 7315, Dec. 31, 2004>|공정거래위원회는 제29조(재판매가격유지행위의 제한)제1항의 규정에 위반하는 행위가 있는 때에는 당해사업자에 대하여 당해 행위의 중지, 시정명령을 받은 사실의 공표 기타 시정을 위한 필요한 조치를 명할 수 있다. <개정 1996.12.30, 2004.12.31>
In cases of a resale price maintenance in violation of Article 29, the Fair Trade Commission may impose upon the enterpriser concerned a penalty surcharge not exceeding the amount obtained by multiplying the turnover determined by Presidential Decree by 2/100: Provided, That in cases of an absence of the turnover, etc., a penalty surcharge of not exceeding 500 million won may be imposed.|공정거래위원회는 제29조(재판매가격유지행위의 제한)의 규정에 위반하는 재판매가격유지행위가 있는 경우에는 당해사업자에 대하여 대통령령이 정하는 매출액에 100분의 2를 곱한 금액을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 5억원을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다.
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
Upon entering into an international contract, the enterpriser or enterprisers' organization may request that the Fair Trade Commission review whether the contract violates Article 32 (1), as prescribed by Presidential Decree. <Amended by Act No. 5235, Dec. 30, 1996>|사업자 또는 사업자단체는 국제계약을 체결함에 있어 당해국제계약이 제32조(부당한 국제계약의 체결제한)제1항의 규정에 위반하는지 여부에 관하여 대통령령이 정하는 바에 따라 공정거래위원회에 심사를 요청할 수 있다. <개정 1996.12.30>
[This Article Wholly Amended by Act No. 4790, Dec. 22, 1994]|[전문개정 1994.12.22]
The Fair Trade Commission may, when an international contract violates or is likely to violate Article 32 (1), order the enterpriser or the enterprisers' organization concerned to cancel the contract, to amend or alter the said contract, or to take other necessary corrective measures. <Amended by Act No. 4790, Dec. 22, 1994; Act No. 5235, Dec. 30, 1996>|공정거래위원회는 제32조(부당한 국제계약의 체결제한)제1항의 규정에 위반하거나 위반할 우려가 있는 국제계약이 있는 때에는 당해사업자 또는 사업자단체에 대하여 계약의 취소, 계약내용의 수정·변경 기타 시정을 위한 필요한 조치를 명할 수 있다. <개정 1994.12.22, 1996.12.30>
In cases of the conclusion of international contracts in violation of the main sentence of Article 32 (1), the Fair Trade Commission may impose upon the relevant enterprisers' organization a penalty surcharge of not exceeding 500 million won, or upon the enterpriser concerned a penalty surcharge of not exceeding the amount obtained by multiplying the turnover determined by Presidential Decree by 2/100: Provided, That in cases of an absence of turnover, etc., a penalty surcharge of not exceeding 500 million won may be imposed.|공정거래위원회는 제32조(부당한 국제계약의 체결제한)제1항 본문의 규정에 위반하여 국제계약을 체결한 경우에는 당해사업자단체에 대하여는 5억원의 범위안에서, 당해사업자에 대하여는 대통령령이 정하는 매출액에 100분의 2를 곱한 금액을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다. 다만, 사업자의 경우에 매출액이 없는 경우등에는 5억원을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다.
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
Matters under the jurisdiction of the Fair Trade Commission shall be as follows:|공정거래위원회의 소관사무는 다음 각호와 같다.
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
Meetings of the Fair Trade Commission shall be categorized as a meeting comprised of all members (hereinafter referred to as "plenary session"), and a meeting comprised of three members including a standing commissioner (hereinafter referred to as "chamber").|공정거래위원회의 회의는 위원전원으로 구성하는 회의(이하 "전원회의"라 한다)와 상임위원 1인을 포함한 위원 3인으로 구성하는 회의(이하 "소회의"라 한다)로 구분한다.
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
The term of office of the chairman, vice-chairman and commissioners shall be three years, and may be renewed only once. <Amended by Act No. 6371, Jan. 16, 2001>|공정거래위원회의 위원장, 부위원장 및 다른 위원의 임기는 3년으로 하고, 1차에 한하여 연임할 수 있다. <개정 2001.1.16>
No commissioner shall be removed from office or decommissioned contrary to his/her intention except in any of the following cases: <Amended by Act No. 13450, Jul. 24, 2015>|위원은 다음 각호의 1에 해당하는 경우를 제외하고는 그 의사에 반하여 면직 또는 해촉되지 아니한다. <개정 2015.7.24>
No commissioner may enter a political party, or participate in any political activity.|위원은 정당에 가입하거나 정치운동에 관여할 수 없다.
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
[This Article Wholly Amended by Act No. 5813, Feb. 5, 1999]|[전문개정 1999.2.5]
The chairman of the plenary session or a chamber is authorized to issue necessary orders to maintain good order in the venue of the adjudicatory proceedings with regard to the parties, those having interest in the result of the proceedings, witnesses, and those attending the venue.|전원회의 및 소회의의 의장은 심판정에 출석하는 당사자·이해관계인·참고인 및 참관인등에 대하여 심판정의 질서유지를 위하여 필요한 조치를 명할 수 있다.
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
When the Fair Trade Commission passes a resolution on matters violating the provisions of this Act, it shall make a decision based on the facts which take place to the date a trial is concluded on such matters.|공정거래위원회가 이 법에 위반되는 사항에 대하여 의결하는 경우에는 그 사항에 관한 심리를 종결하는 날까지 발생한 사실을 기초로 판단한다.
[This Article Newly Inserted by Act No. 11406, Mar. 21, 2012]|[본조신설 2012.3.21]
The Secretariat shall be established in the Fair Trade Commission to carrying out the affairs of the Fair Trade Commission.|공정거래위원회의 사무를 처리하기 위하여 공정거래위원회에 사무처를 둔다.
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
Except as expressly prescribed by Articles 48-3 through 48-8, matters necessary for the organization, operation, mediation procedures, etc. of the Council shall be prescribed by Presidential Decree.|제48조의3(공정거래분쟁조정협의회의 설치 및 구성)부터 제48조의8(조정조서의 작성과 그 효력)까지에 규정된 것 외에 협의회의 조직·운영·조정절차 등에 관하여 필요한 사항은 대통령령으로 정한다.
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
Public officials in charge of the investigation shall conduct their investigations within the necessary minimum limit in order to enforce this Act and they shall be prohibited from abusing their investigation authority for any other purpose, etc.|조사공무원은 이 법의 시행을 위하여 필요한 최소한의 범위 안에서 조사를 행하여야 하며, 다른 목적 등을 위하여 조사권을 남용하여서는 아니된다.
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
[This Article Newly Inserted by Act No. 11119, Dec. 2, 2011]|[본조신설 2011.12.2]
[This Article Newly Inserted by Act No. 11119, Dec. 2, 2011]|[본조신설 2011.12.2]
[This Article Newly Inserted by Act No. 11119, Dec. 2, 2011]|[본조신설 2011.12.2]
[This Article Newly Inserted by Act No. 11119, Dec. 2, 2011]|[본조신설 2011.12.2]
Any party concerned or interested person may request the Fair Trade Commission to have access to or make a copy of data relating to the measures taken under this Act. In such cases, the Fair Trade Commission shall comply with such request, if deemed necessary for the public interest or a consent is granted by the person providing such data.|당사자 또는 이해관계인은 공정거래위원회에 대하여 이 법의 규정에 의한 처분과 관련된 자료의 열람 또는 복사를 요구할 수 있다. 이 경우 공정거래위원회는 자료를 제출한 자의 동의가 있거나 공익상 필요하다고 인정할 때에는 이에 응하여야 한다.
[This Article Newly Inserted by Act No. 5813, Feb. 5, 1999]|[본조신설 1999.2.5]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
The Seoul Appellate Court having jurisdiction over the seat of the Fair Trade Commission shall have exclusive jurisdiction over any lawsuits for appeal cases filed pursuant to Article 54. <Amended by Act No. 5235, Dec. 30, 1996>|제54조(소의 제기)의 규정에 의한 불복의 소는 공정거래위원회의 소재지를 관할하는 서울고등법원을 전속관할로 한다. <개정 1996.12.30>
Matters necessary for procedures in dealing with cases in violation of this Act shall be determined and announced by the Fair Trade Commission.|이 법의 규정에 위반하는 사건의 처리절차등에 관하여 필요한 사항은 공정거래위원회가 정하여 고시한다.
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
[This Article Newly Inserted by Act No. 5235, Dec. 30, 1996]|[본조신설 1996.12.30]
The Fair Trade Commission shall, where it makes a refund of penalty surcharge on account of the adjudication of appeal or the ruling of court, make the additional payment of refund for the period from the date of paying the penalty surcharge to the date of refund, as prescribed by Presidential Decree.|공정거래위원회가 이의신청의 재결 또는 법원의 판결 등의 사유로 과징금을 환급하는 경우에는 과징금을 납부한 날부터 환급한 날까지의 기간에 대하여 대통령령이 정하는 바에 따라 환급가산금을 지급하여야 한다.
[This Article Newly Inserted by Act No. 6371, Jan. 16, 2001]|[본조신설 2001.1.16]
[This Article Newly Inserted by Act No. 8631, Aug. 3, 2007]|[본조신설 2007.8.3]
Where a lawsuit for liability for damages is instituted under Article 56, the court may request the Fair Trade Commission to transmit the records of the particular case (including protocols and stenographic records of examination of persons concerned, references or expert witnesses, or all judicial evidence).|제56조(손해배상책임)의 규정에 의한 손해배상청구의 소가 제기된 때에는 법원은 필요한 경우 공정거래위원회에 대하여 당해사건의 기록(사건관계인, 참고인 또는 감정인에 대한 심문조서 및 속기록 기타 재판상 증거가 되는 일체의 것을 포함한다)의 송부를 요구할 수 있다.
[This Article Newly Inserted by Act No. 5813, Feb. 5, 1999]|[본조신설 1999.2.5]
Where it is recognized that damage is caused by the act of violating the provisions of this Act, but it is extremely difficult to verify the fact that is necessary to determine the amount of such damage in light of the character of the fact, the court may recognize a reasonable amount of damage based on the gist of entire arguments and the outcome of investigating evidence.|이 법의 규정을 위반한 행위로 인하여 손해가 발생된 것은 인정되나, 그 손해액을 입증하기 위하여 필요한 사실을 입증하는 것이 해당 사실의 성질상 극히 곤란한 경우에는, 법원은 변론 전체의 취지와 증거조사의 결과에 기초하여 상당한 손해액을 인정할 수 있다.
[This Article Wholly Amended by Act No. 7315, Dec. 31, 2004]|[전문개정 2004.12.31]
This Act shall not apply to lawful acts of an enterpriser or an enterprisers' organization conducted in accordance with other Acts and orders issued under such Acts.|이 법의 규정은 사업자 또는 사업자단체가 다른 법률 또는 그 법률에 의한 명령에 따라 행하는 정당한 행위에 대하여는 이를 적용하지 아니한다.
This Act shall not apply to any act which is deemed the justifiable exercise of the right under the Copyright Act, the Patent Act, the Utility Model Act, the Design Protection Act or the Trademark Act. <Amended by Act No. 7289, Dec. 31, 2004; Act No. 8631, Aug. 3, 2007>|이 법의 규정은 「저작권법」, 「특허법」, 「실용신안법」, 「디자인보호법」 또는 「상표법」에 의한 권리의 정당한 행사라고 인정되는 행위에 대하여는 적용하지 아니한다. <개정 2004.12.31, 2007.8.3>
This Act shall not apply to any acts of an association established by satisfying the following requirements (including a federation of associations): Provided, That this shall not apply to unfair trade practices or price hikes by restricting unfairly competition: <Amended by Act No. 5813, Feb. 5, 1999>|이 법의 규정은 다음 각호의 요건을 갖추어 설립된 조합(조합의 연합회를 포함한다)의 행위에 대하여는 이를 적용하지 아니한다. 다만, 불공정거래행위 또는 부당하게 경쟁을 제한하여 가격을 인상하게 되는 경우에는 그러하지 아니하다. <개정 1999.2.5>
No commissioner, public official who performs or has performed his/her duties under this Act, or no one in the Council who is, or used to be, in charge of mediation of dispute shall divulge any confidential information of an enterpriser or an enterprisers' organization which he/she has learned in the course of carrying out his/her duties, or use it for the purpose, other than to enforce this Act. <Amended by Act No. 8631, Aug. 3, 2007>|이 법에 의한 직무에 종사하거나 종사하였던 위원, 공무원 또는 협의회에서 분쟁조정업무를 담당하거나 담당하였던 자는 그 직무상 알게 된 사업자 또는 사업자단체의 비밀을 누설하거나 이 법의 시행을 위한 목적외에 이를 이용하여서는 아니된다. <개정 2007.8.3>
[This Article Wholly Amended by Act No. 5235, Dec. 30, 1996]|[전문개정 1996.12.30]
[This Article Newly Inserted by Act No. 7315, Dec. 31, 2004]|[본조신설 2004.12.31]
